"","ind","ref","param","coeff","N_random_tracks"
"Dist_fond2817","Fish72","Ref","Dist to bottom",-2.09261259232067,282
"Dist_berge2817","Fish72","Ref","Dist to shore",-0.110375083761331,282
"Prey_predicted2818","Fish72","Ref","Large zooplankton",2.49162047069693,282
"NotPrey_predicted2818","Fish72","Ref","Small zooplankton",-2.61979481431147,282
"ecart_62818","Fish72","Ref","Dist to Iso6",-2.31976883564018,282
"Dist_fond2818","Fish72","Ref","Dist to bottom",-2.24031921502809,282
"Dist_berge2818","Fish72","Ref","Dist to shore",-0.0805754692230531,282
"Prey_predicted2819","Fish72","Ref","Large zooplankton",2.40106246051164,282
"NotPrey_predicted2819","Fish72","Ref","Small zooplankton",-2.5316769289865,282
"ecart_62819","Fish72","Ref","Dist to Iso6",-2.39907109998415,282
"Dist_fond2819","Fish72","Ref","Dist to bottom",-1.94740049684419,282
"Dist_berge2819","Fish72","Ref","Dist to shore",-0.118070457282585,282
"Prey_predicted2820","Fish72","Ref","Large zooplankton",2.48829371320563,283
"NotPrey_predicted2820","Fish72","Ref","Small zooplankton",-2.60859219847623,283
"ecart_62820","Fish72","Ref","Dist to Iso6",-2.38719689312608,283
"Dist_fond2820","Fish72","Ref","Dist to bottom",-2.03826714531941,283
"Dist_berge2820","Fish72","Ref","Dist to shore",-0.0569495835925118,283
"Prey_predicted2821","Fish72","Ref","Large zooplankton",2.3693228730961,283
"NotPrey_predicted2821","Fish72","Ref","Small zooplankton",-2.49270022033366,283
"ecart_62821","Fish72","Ref","Dist to Iso6",-2.38423890334706,283
"Dist_fond2821","Fish72","Ref","Dist to bottom",-2.04161304563268,283
"Dist_berge2821","Fish72","Ref","Dist to shore",-0.0665818600154937,283
"Prey_predicted2822","Fish72","Ref","Large zooplankton",2.33137136960207,283
"NotPrey_predicted2822","Fish72","Ref","Small zooplankton",-2.47245018446638,283
"ecart_62822","Fish72","Ref","Dist to Iso6",-2.29057842651597,283
"Dist_fond2822","Fish72","Ref","Dist to bottom",-2.0084141737547,283
"Dist_berge2822","Fish72","Ref","Dist to shore",-0.135291158208173,283
"Prey_predicted2823","Fish72","Ref","Large zooplankton",2.43712783066922,283
"NotPrey_predicted2823","Fish72","Ref","Small zooplankton",-2.58054336322905,283
"ecart_62823","Fish72","Ref","Dist to Iso6",-2.31321828756883,283
"Dist_fond2823","Fish72","Ref","Dist to bottom",-2.04434022836825,283
"Dist_berge2823","Fish72","Ref","Dist to shore",-0.124865730019317,283
"Prey_predicted2824","Fish72","Ref","Large zooplankton",2.48319017695356,283
"NotPrey_predicted2824","Fish72","Ref","Small zooplankton",-2.59810769061301,283
"ecart_62824","Fish72","Ref","Dist to Iso6",-2.29405847581186,283
"Dist_fond2824","Fish72","Ref","Dist to bottom",-2.14372066143674,283
"Dist_berge2824","Fish72","Ref","Dist to shore",-0.086718961870148,283
"Prey_predicted2825","Fish72","Ref","Large zooplankton",2.86709239091806,283
"NotPrey_predicted2825","Fish72","Ref","Small zooplankton",-2.97129271961522,283
"ecart_62825","Fish72","Ref","Dist to Iso6",-2.4202500338531,283
"Dist_fond2825","Fish72","Ref","Dist to bottom",-2.12099834598004,283
"Dist_berge2825","Fish72","Ref","Dist to shore",-0.0756560107720546,283
"Prey_predicted2826","Fish72","Ref","Large zooplankton",2.26175159531829,283
"NotPrey_predicted2826","Fish72","Ref","Small zooplankton",-2.38790324068486,283
"ecart_62826","Fish72","Ref","Dist to Iso6",-2.18428370801864,283
"Dist_fond2826","Fish72","Ref","Dist to bottom",-2.17082208083526,283
"Dist_berge2826","Fish72","Ref","Dist to shore",-0.0903002597431893,283
"Prey_predicted2827","Fish72","Ref","Large zooplankton",2.39951768542919,283
"NotPrey_predicted2827","Fish72","Ref","Small zooplankton",-2.53763477638072,283
"ecart_62827","Fish72","Ref","Dist to Iso6",-2.40600372586766,283
"Dist_fond2827","Fish72","Ref","Dist to bottom",-1.92273886982867,283
"Dist_berge2827","Fish72","Ref","Dist to shore",-0.101744386373051,283
"Prey_predicted2828","Fish72","Ref","Large zooplankton",2.58772702370472,283
"NotPrey_predicted2828","Fish72","Ref","Small zooplankton",-2.71403120769664,283
"ecart_62828","Fish72","Ref","Dist to Iso6",-2.44679077377646,283
"Dist_fond2828","Fish72","Ref","Dist to bottom",-1.9413097946833,283
"Dist_berge2828","Fish72","Ref","Dist to shore",-0.117537415802163,283
"Prey_predicted2829","Fish72","Ref","Large zooplankton",2.58652120384851,283
"NotPrey_predicted2829","Fish72","Ref","Small zooplankton",-2.7406191016567,283
"ecart_62829","Fish72","Ref","Dist to Iso6",-2.45401265646907,283
"Dist_fond2829","Fish72","Ref","Dist to bottom",-1.9634227816931,283
"Dist_berge2829","Fish72","Ref","Dist to shore",-0.103039995236944,283
"Prey_predicted2830","Fish72","Ref","Large zooplankton",2.47639069580682,284
"NotPrey_predicted2830","Fish72","Ref","Small zooplankton",-2.59550837126121,284
"ecart_62830","Fish72","Ref","Dist to Iso6",-2.34450893638934,284
"Dist_fond2830","Fish72","Ref","Dist to bottom",-2.23396226786391,284
"Dist_berge2830","Fish72","Ref","Dist to shore",-0.0580136463953588,284
"Prey_predicted2831","Fish72","Ref","Large zooplankton",2.72763058670912,284
"NotPrey_predicted2831","Fish72","Ref","Small zooplankton",-2.86007446523553,284
"ecart_62831","Fish72","Ref","Dist to Iso6",-2.36929535931629,284
"Dist_fond2831","Fish72","Ref","Dist to bottom",-2.16864336416378,284
"Dist_berge2831","Fish72","Ref","Dist to shore",-0.0392785571227519,284
"Prey_predicted2832","Fish72","Ref","Large zooplankton",2.50663438332315,284
"NotPrey_predicted2832","Fish72","Ref","Small zooplankton",-2.66817242198115,284
"ecart_62832","Fish72","Ref","Dist to Iso6",-2.42535627681062,284
"Dist_fond2832","Fish72","Ref","Dist to bottom",-2.04270859167567,284
"Dist_berge2832","Fish72","Ref","Dist to shore",-0.0985348567637042,284
"Prey_predicted2833","Fish72","Ref","Large zooplankton",2.50835648957973,284
"NotPrey_predicted2833","Fish72","Ref","Small zooplankton",-2.65760427567821,284
"ecart_62833","Fish72","Ref","Dist to Iso6",-2.25095845206605,284
"Dist_fond2833","Fish72","Ref","Dist to bottom",-2.1787337322831,284
"Dist_berge2833","Fish72","Ref","Dist to shore",-0.04465519757041,284
"Prey_predicted2834","Fish72","Ref","Large zooplankton",2.44228443313959,284
"NotPrey_predicted2834","Fish72","Ref","Small zooplankton",-2.59842446511722,284
"ecart_62834","Fish72","Ref","Dist to Iso6",-2.40300356892541,284
"Dist_fond2834","Fish72","Ref","Dist to bottom",-2.01199416832441,284
"Dist_berge2834","Fish72","Ref","Dist to shore",-0.132525737972623,284
"Prey_predicted2835","Fish72","Ref","Large zooplankton",2.49145446206571,284
"NotPrey_predicted2835","Fish72","Ref","Small zooplankton",-2.60946234346922,284
"ecart_62835","Fish72","Ref","Dist to Iso6",-2.48832902379595,284
"Dist_fond2835","Fish72","Ref","Dist to bottom",-2.1528043442679,284
"Dist_berge2835","Fish72","Ref","Dist to shore",-0.0827297513626989,284
"Prey_predicted2836","Fish72","Ref","Large zooplankton",2.62363306645842,284
"NotPrey_predicted2836","Fish72","Ref","Small zooplankton",-2.76165222724054,284
"ecart_62836","Fish72","Ref","Dist to Iso6",-2.30382806377759,284
"Dist_fond2836","Fish72","Ref","Dist to bottom",-2.00619723239277,284
"Dist_berge2836","Fish72","Ref","Dist to shore",-0.0852627261579955,284
"Prey_predicted2837","Fish72","Ref","Large zooplankton",2.55340701629462,284
"NotPrey_predicted2837","Fish72","Ref","Small zooplankton",-2.69349376291957,284
"ecart_62837","Fish72","Ref","Dist to Iso6",-2.46663082264437,284
"Dist_fond2837","Fish72","Ref","Dist to bottom",-2.09664180968024,284
"Dist_berge2837","Fish72","Ref","Dist to shore",-0.102635719787036,284
"Prey_predicted2838","Fish72","Ref","Large zooplankton",2.46598631130732,284
"NotPrey_predicted2838","Fish72","Ref","Small zooplankton",-2.59878135836464,284
"ecart_62838","Fish72","Ref","Dist to Iso6",-2.34437784354394,284
"Dist_fond2838","Fish72","Ref","Dist to bottom",-2.05459486870894,284
"Dist_berge2838","Fish72","Ref","Dist to shore",-0.142373868993276,284
"Prey_predicted2839","Fish72","Ref","Large zooplankton",2.37640215893738,284
"NotPrey_predicted2839","Fish72","Ref","Small zooplankton",-2.48343137986151,284
"ecart_62839","Fish72","Ref","Dist to Iso6",-2.21329885406142,284
"Dist_fond2839","Fish72","Ref","Dist to bottom",-2.24319168142391,284
"Dist_berge2839","Fish72","Ref","Dist to shore",-0.0559496381581323,284
"Prey_predicted2840","Fish72","Ref","Large zooplankton",2.44928265918579,285
"NotPrey_predicted2840","Fish72","Ref","Small zooplankton",-2.56520450728544,285
"ecart_62840","Fish72","Ref","Dist to Iso6",-2.32684890043928,285
"Dist_fond2840","Fish72","Ref","Dist to bottom",-2.17268613017482,285
"Dist_berge2840","Fish72","Ref","Dist to shore",-0.0449363703447774,285
"Prey_predicted2841","Fish72","Ref","Large zooplankton",2.46686988895032,285
"NotPrey_predicted2841","Fish72","Ref","Small zooplankton",-2.59748634284453,285
"ecart_62841","Fish72","Ref","Dist to Iso6",-2.32769390636887,285
"Dist_fond2841","Fish72","Ref","Dist to bottom",-2.17648645820044,285
"Dist_berge2841","Fish72","Ref","Dist to shore",-0.0475460741547283,285
"Prey_predicted2842","Fish72","Ref","Large zooplankton",2.22704569220197,285
"NotPrey_predicted2842","Fish72","Ref","Small zooplankton",-2.35477691501148,285
"ecart_62842","Fish72","Ref","Dist to Iso6",-2.39448623408787,285
"Dist_fond2842","Fish72","Ref","Dist to bottom",-1.98078184866907,285
"Dist_berge2842","Fish72","Ref","Dist to shore",-0.100689277255424,285
"Prey_predicted2843","Fish72","Ref","Large zooplankton",2.37623443435823,285
"NotPrey_predicted2843","Fish72","Ref","Small zooplankton",-2.51120675804529,285
"ecart_62843","Fish72","Ref","Dist to Iso6",-2.34183836627546,285
"Dist_fond2843","Fish72","Ref","Dist to bottom",-1.98656391599913,285
"Dist_berge2843","Fish72","Ref","Dist to shore",-0.120983379092021,285
"Prey_predicted2844","Fish72","Ref","Large zooplankton",2.39843646336145,285
"NotPrey_predicted2844","Fish72","Ref","Small zooplankton",-2.53365720503116,285
"ecart_62844","Fish72","Ref","Dist to Iso6",-2.47019992205987,285
"Dist_fond2844","Fish72","Ref","Dist to bottom",-2.00949890955692,285
"Dist_berge2844","Fish72","Ref","Dist to shore",-0.0841005538452959,285
"Prey_predicted2845","Fish72","Ref","Large zooplankton",2.45203505244808,285
"NotPrey_predicted2845","Fish72","Ref","Small zooplankton",-2.61121746494804,285
"ecart_62845","Fish72","Ref","Dist to Iso6",-2.41715421928602,285
"Dist_fond2845","Fish72","Ref","Dist to bottom",-2.09463889312118,285
"Dist_berge2845","Fish72","Ref","Dist to shore",-0.0844823139122223,285
"Prey_predicted2846","Fish72","Ref","Large zooplankton",2.57264423553056,285
"NotPrey_predicted2846","Fish72","Ref","Small zooplankton",-2.68931730290037,285
"ecart_62846","Fish72","Ref","Dist to Iso6",-2.31189430947438,285
"Dist_fond2846","Fish72","Ref","Dist to bottom",-2.15520935752229,285
"Dist_berge2846","Fish72","Ref","Dist to shore",-0.0661649058333458,285
"Prey_predicted2847","Fish72","Ref","Large zooplankton",2.54505834346558,285
"NotPrey_predicted2847","Fish72","Ref","Small zooplankton",-2.65843079561479,285
"ecart_62847","Fish72","Ref","Dist to Iso6",-2.39213848811289,285
"Dist_fond2847","Fish72","Ref","Dist to bottom",-2.10955613065962,285
"Dist_berge2847","Fish72","Ref","Dist to shore",-0.0599132918255831,285
"Prey_predicted2848","Fish72","Ref","Large zooplankton",2.40016426440972,285
"NotPrey_predicted2848","Fish72","Ref","Small zooplankton",-2.5340387943611,285
"ecart_62848","Fish72","Ref","Dist to Iso6",-2.32265166640127,285
"Dist_fond2848","Fish72","Ref","Dist to bottom",-2.06487685690584,285
"Dist_berge2848","Fish72","Ref","Dist to shore",-0.0678617414622619,285
"Prey_predicted2849","Fish72","Ref","Large zooplankton",2.65774776526661,285
"NotPrey_predicted2849","Fish72","Ref","Small zooplankton",-2.77650125224798,285
"ecart_62849","Fish72","Ref","Dist to Iso6",-2.38502188614585,285
"Dist_fond2849","Fish72","Ref","Dist to bottom",-2.14296921082948,285
"Dist_berge2849","Fish72","Ref","Dist to shore",-0.0879055893349209,285
"Prey_predicted2850","Fish72","Ref","Large zooplankton",2.68330566045303,286
"NotPrey_predicted2850","Fish72","Ref","Small zooplankton",-2.78957144280976,286
"ecart_62850","Fish72","Ref","Dist to Iso6",-2.32056636796648,286
"Dist_fond2850","Fish72","Ref","Dist to bottom",-2.19167801686985,286
"Dist_berge2850","Fish72","Ref","Dist to shore",-0.0491881140507841,286
"Prey_predicted2851","Fish72","Ref","Large zooplankton",2.57299161494451,286
"NotPrey_predicted2851","Fish72","Ref","Small zooplankton",-2.70636307879181,286
"ecart_62851","Fish72","Ref","Dist to Iso6",-2.36131151413315,286
"Dist_fond2851","Fish72","Ref","Dist to bottom",-2.11214473011337,286
"Dist_berge2851","Fish72","Ref","Dist to shore",-0.0796762021090906,286
"Prey_predicted2852","Fish72","Ref","Large zooplankton",2.35452679053881,286
"NotPrey_predicted2852","Fish72","Ref","Small zooplankton",-2.4973680866877,286
"ecart_62852","Fish72","Ref","Dist to Iso6",-2.42103187621426,286
"Dist_fond2852","Fish72","Ref","Dist to bottom",-1.95149917385774,286
"Dist_berge2852","Fish72","Ref","Dist to shore",-0.122705183511441,286
"Prey_predicted2853","Fish72","Ref","Large zooplankton",2.40143413531639,286
"NotPrey_predicted2853","Fish72","Ref","Small zooplankton",-2.55542235924611,286
"ecart_62853","Fish72","Ref","Dist to Iso6",-2.26485209127613,286
"Dist_fond2853","Fish72","Ref","Dist to bottom",-2.06708601002685,286
"Dist_berge2853","Fish72","Ref","Dist to shore",-0.180673244139316,286
"Prey_predicted2854","Fish72","Ref","Large zooplankton",2.34628432700265,286
"NotPrey_predicted2854","Fish72","Ref","Small zooplankton",-2.47264663148664,286
"ecart_62854","Fish72","Ref","Dist to Iso6",-2.43717956933053,286
"Dist_fond2854","Fish72","Ref","Dist to bottom",-2.03271251019703,286
"Dist_berge2854","Fish72","Ref","Dist to shore",-0.105189411559675,286
"Prey_predicted2855","Fish72","Ref","Large zooplankton",2.38054097133478,286
"NotPrey_predicted2855","Fish72","Ref","Small zooplankton",-2.52686969136709,286
"ecart_62855","Fish72","Ref","Dist to Iso6",-2.47017257063353,286
"Dist_fond2855","Fish72","Ref","Dist to bottom",-1.85738052390653,286
"Dist_berge2855","Fish72","Ref","Dist to shore",-0.0777830062191076,286
"Prey_predicted2856","Fish72","Ref","Large zooplankton",2.78556215154898,286
"NotPrey_predicted2856","Fish72","Ref","Small zooplankton",-2.89363630794339,286
"ecart_62856","Fish72","Ref","Dist to Iso6",-2.40583851266043,286
"Dist_fond2856","Fish72","Ref","Dist to bottom",-2.13612313618333,286
"Dist_berge2856","Fish72","Ref","Dist to shore",-0.0510263173280254,286
"Prey_predicted2857","Fish72","Ref","Large zooplankton",2.44226189671196,286
"NotPrey_predicted2857","Fish72","Ref","Small zooplankton",-2.57539748182115,286
"ecart_62857","Fish72","Ref","Dist to Iso6",-2.43579171872286,286
"Dist_fond2857","Fish72","Ref","Dist to bottom",-1.97463202914279,286
"Dist_berge2857","Fish72","Ref","Dist to shore",-0.110506881626231,286
"Prey_predicted2858","Fish72","Ref","Large zooplankton",2.42757342019664,286
"NotPrey_predicted2858","Fish72","Ref","Small zooplankton",-2.56381916448073,286
"ecart_62858","Fish72","Ref","Dist to Iso6",-2.37803566726395,286
"Dist_fond2858","Fish72","Ref","Dist to bottom",-2.06623327609828,286
"Dist_berge2858","Fish72","Ref","Dist to shore",-0.0608252937863332,286
"Prey_predicted2859","Fish72","Ref","Large zooplankton",2.51567985686165,286
"NotPrey_predicted2859","Fish72","Ref","Small zooplankton",-2.6396791021422,286
"ecart_62859","Fish72","Ref","Dist to Iso6",-2.48830650606619,286
"Dist_fond2859","Fish72","Ref","Dist to bottom",-2.00980986835722,286
"Dist_berge2859","Fish72","Ref","Dist to shore",-0.125412456708019,286
"Prey_predicted2860","Fish72","Ref","Large zooplankton",2.56614352106116,287
"NotPrey_predicted2860","Fish72","Ref","Small zooplankton",-2.71302307247799,287
"ecart_62860","Fish72","Ref","Dist to Iso6",-2.38214307250815,287
"Dist_fond2860","Fish72","Ref","Dist to bottom",-2.00172156986754,287
"Dist_berge2860","Fish72","Ref","Dist to shore",-0.0858110419359304,287
"Prey_predicted2861","Fish72","Ref","Large zooplankton",2.52234323994179,287
"NotPrey_predicted2861","Fish72","Ref","Small zooplankton",-2.66554064949506,287
"ecart_62861","Fish72","Ref","Dist to Iso6",-2.4298747206003,287
"Dist_fond2861","Fish72","Ref","Dist to bottom",-2.05034465606385,287
"Dist_berge2861","Fish72","Ref","Dist to shore",-0.0822485955312445,287
"Prey_predicted2862","Fish72","Ref","Large zooplankton",2.59272396357563,287
"NotPrey_predicted2862","Fish72","Ref","Small zooplankton",-2.69264047377495,287
"ecart_62862","Fish72","Ref","Dist to Iso6",-2.32257169096727,287
"Dist_fond2862","Fish72","Ref","Dist to bottom",-2.16570918979787,287
"Dist_berge2862","Fish72","Ref","Dist to shore",-0.0816965401547257,287
"Prey_predicted2863","Fish72","Ref","Large zooplankton",2.6570842229939,287
"NotPrey_predicted2863","Fish72","Ref","Small zooplankton",-2.77716777313475,287
"ecart_62863","Fish72","Ref","Dist to Iso6",-2.57070361965433,287
"Dist_fond2863","Fish72","Ref","Dist to bottom",-1.98105395145784,287
"Dist_berge2863","Fish72","Ref","Dist to shore",-0.134842245771174,287
"Prey_predicted2864","Fish72","Ref","Large zooplankton",2.52938181022424,287
"NotPrey_predicted2864","Fish72","Ref","Small zooplankton",-2.67312230151695,287
"ecart_62864","Fish72","Ref","Dist to Iso6",-2.39556061396973,287
"Dist_fond2864","Fish72","Ref","Dist to bottom",-1.94873030920936,287
"Dist_berge2864","Fish72","Ref","Dist to shore",-0.108754951064831,287
"Prey_predicted2865","Fish72","Ref","Large zooplankton",2.36762108921223,287
"NotPrey_predicted2865","Fish72","Ref","Small zooplankton",-2.48791563736345,287
"ecart_62865","Fish72","Ref","Dist to Iso6",-2.41749574596183,287
"Dist_fond2865","Fish72","Ref","Dist to bottom",-1.9300639770112,287
"Dist_berge2865","Fish72","Ref","Dist to shore",-0.104029104677834,287
"Prey_predicted2866","Fish72","Ref","Large zooplankton",2.42523443955007,287
"NotPrey_predicted2866","Fish72","Ref","Small zooplankton",-2.54435923743786,287
"ecart_62866","Fish72","Ref","Dist to Iso6",-2.43682866279499,287
"Dist_fond2866","Fish72","Ref","Dist to bottom",-2.06980743420385,287
"Dist_berge2866","Fish72","Ref","Dist to shore",-0.0277303578958648,287
"Prey_predicted2867","Fish72","Ref","Large zooplankton",2.47118203013008,287
"NotPrey_predicted2867","Fish72","Ref","Small zooplankton",-2.61747049501415,287
"ecart_62867","Fish72","Ref","Dist to Iso6",-2.30263865931552,287
"Dist_fond2867","Fish72","Ref","Dist to bottom",-2.11955257313592,287
"Dist_berge2867","Fish72","Ref","Dist to shore",-0.118238556267154,287
"Prey_predicted2868","Fish72","Ref","Large zooplankton",2.39389900699172,287
"NotPrey_predicted2868","Fish72","Ref","Small zooplankton",-2.53176822441634,287
"ecart_62868","Fish72","Ref","Dist to Iso6",-2.26133775005623,287
"Dist_fond2868","Fish72","Ref","Dist to bottom",-2.06862730114868,287
"Dist_berge2868","Fish72","Ref","Dist to shore",-0.0621278961043644,287
"Prey_predicted2869","Fish72","Ref","Large zooplankton",2.56663515904639,287
"NotPrey_predicted2869","Fish72","Ref","Small zooplankton",-2.67492494460187,287
"ecart_62869","Fish72","Ref","Dist to Iso6",-2.32963004489152,287
"Dist_fond2869","Fish72","Ref","Dist to bottom",-2.11259149551117,287
"Dist_berge2869","Fish72","Ref","Dist to shore",-0.0677165230068434,287
"Prey_predicted2870","Fish72","Ref","Large zooplankton",2.18174577628682,288
"NotPrey_predicted2870","Fish72","Ref","Small zooplankton",-2.33327516163179,288
"ecart_62870","Fish72","Ref","Dist to Iso6",-2.35736204842542,288
"Dist_fond2870","Fish72","Ref","Dist to bottom",-1.89830985729875,288
"Dist_berge2870","Fish72","Ref","Dist to shore",-0.175338069192234,288
"Prey_predicted2871","Fish72","Ref","Large zooplankton",2.39395587050533,288
"NotPrey_predicted2871","Fish72","Ref","Small zooplankton",-2.53147508299213,288
"ecart_62871","Fish72","Ref","Dist to Iso6",-2.44018758955946,288
"Dist_fond2871","Fish72","Ref","Dist to bottom",-1.85232505787404,288
"Dist_berge2871","Fish72","Ref","Dist to shore",-0.123345739910712,288
"Prey_predicted2872","Fish72","Ref","Large zooplankton",2.67142758239254,288
"NotPrey_predicted2872","Fish72","Ref","Small zooplankton",-2.816150764319,288
"ecart_62872","Fish72","Ref","Dist to Iso6",-2.35635281784601,288
"Dist_fond2872","Fish72","Ref","Dist to bottom",-2.17849564304725,288
"Dist_berge2872","Fish72","Ref","Dist to shore",-0.0825803709430143,288
"Prey_predicted2873","Fish72","Ref","Large zooplankton",2.60747011012364,288
"NotPrey_predicted2873","Fish72","Ref","Small zooplankton",-2.74691162055126,288
"ecart_62873","Fish72","Ref","Dist to Iso6",-2.53070640870477,288
"Dist_fond2873","Fish72","Ref","Dist to bottom",-2.10505566605469,288
"Dist_berge2873","Fish72","Ref","Dist to shore",-0.0390950578760686,288
"Prey_predicted2874","Fish72","Ref","Large zooplankton",2.8575419176628,288
"NotPrey_predicted2874","Fish72","Ref","Small zooplankton",-2.98855348488144,288
"ecart_62874","Fish72","Ref","Dist to Iso6",-2.51354190820772,288
"Dist_fond2874","Fish72","Ref","Dist to bottom",-2.09232411797988,288
"Dist_berge2874","Fish72","Ref","Dist to shore",-0.0735084506808085,288
"Prey_predicted2875","Fish72","Ref","Large zooplankton",2.72476027990256,288
"NotPrey_predicted2875","Fish72","Ref","Small zooplankton",-2.85290748418497,288
"ecart_62875","Fish72","Ref","Dist to Iso6",-2.34816254908095,288
"Dist_fond2875","Fish72","Ref","Dist to bottom",-2.1230985285384,288
"Dist_berge2875","Fish72","Ref","Dist to shore",-0.112298322949936,288
"Prey_predicted2876","Fish72","Ref","Large zooplankton",2.50810430393409,288
"NotPrey_predicted2876","Fish72","Ref","Small zooplankton",-2.64843261562531,288
"ecart_62876","Fish72","Ref","Dist to Iso6",-2.3040896946795,288
"Dist_fond2876","Fish72","Ref","Dist to bottom",-2.12295425778944,288
"Dist_berge2876","Fish72","Ref","Dist to shore",-0.066786716644492,288
"Prey_predicted2877","Fish72","Ref","Large zooplankton",2.37351311429721,288
"NotPrey_predicted2877","Fish72","Ref","Small zooplankton",-2.51326306380408,288
"ecart_62877","Fish72","Ref","Dist to Iso6",-2.38050527852004,288
"Dist_fond2877","Fish72","Ref","Dist to bottom",-2.04283308306327,288
"Dist_berge2877","Fish72","Ref","Dist to shore",-0.104839311426697,288
"Prey_predicted2878","Fish72","Ref","Large zooplankton",2.80474680175053,288
"NotPrey_predicted2878","Fish72","Ref","Small zooplankton",-2.94238792176562,288
"ecart_62878","Fish72","Ref","Dist to Iso6",-2.52382965941399,288
"Dist_fond2878","Fish72","Ref","Dist to bottom",-2.01358446697472,288
"Dist_berge2878","Fish72","Ref","Dist to shore",-0.121007533312464,288
"Prey_predicted2879","Fish72","Ref","Large zooplankton",2.5225186134865,288
"NotPrey_predicted2879","Fish72","Ref","Small zooplankton",-2.64964786941612,288
"ecart_62879","Fish72","Ref","Dist to Iso6",-2.38433575748535,288
"Dist_fond2879","Fish72","Ref","Dist to bottom",-2.04265276881926,288
"Dist_berge2879","Fish72","Ref","Dist to shore",-0.0609887037423572,288
"Prey_predicted2880","Fish72","Ref","Large zooplankton",2.55164176500131,289
"NotPrey_predicted2880","Fish72","Ref","Small zooplankton",-2.66746056571775,289
"ecart_62880","Fish72","Ref","Dist to Iso6",-2.36340550256055,289
"Dist_fond2880","Fish72","Ref","Dist to bottom",-2.04654579703323,289
"Dist_berge2880","Fish72","Ref","Dist to shore",-0.108511518940041,289
"Prey_predicted2881","Fish72","Ref","Large zooplankton",2.40394997377643,289
"NotPrey_predicted2881","Fish72","Ref","Small zooplankton",-2.5283434646887,289
"ecart_62881","Fish72","Ref","Dist to Iso6",-2.47750567491641,289
"Dist_fond2881","Fish72","Ref","Dist to bottom",-2.03315221677787,289
"Dist_berge2881","Fish72","Ref","Dist to shore",-0.0786237425089535,289
"Prey_predicted2882","Fish72","Ref","Large zooplankton",2.47350494224244,289
"NotPrey_predicted2882","Fish72","Ref","Small zooplankton",-2.61552251602392,289
"ecart_62882","Fish72","Ref","Dist to Iso6",-2.3683504687213,289
"Dist_fond2882","Fish72","Ref","Dist to bottom",-2.09717978553831,289
"Dist_berge2882","Fish72","Ref","Dist to shore",-0.138633539359481,289
"Prey_predicted2883","Fish72","Ref","Large zooplankton",2.72706561831875,289
"NotPrey_predicted2883","Fish72","Ref","Small zooplankton",-2.84432508279569,289
"ecart_62883","Fish72","Ref","Dist to Iso6",-2.38342523550505,289
"Dist_fond2883","Fish72","Ref","Dist to bottom",-2.15042287608659,289
"Dist_berge2883","Fish72","Ref","Dist to shore",-0.0922673452621323,289
"Prey_predicted2884","Fish72","Ref","Large zooplankton",2.58740240338173,289
"NotPrey_predicted2884","Fish72","Ref","Small zooplankton",-2.7416777092367,289
"ecart_62884","Fish72","Ref","Dist to Iso6",-2.39440275468333,289
"Dist_fond2884","Fish72","Ref","Dist to bottom",-2.1006591814114,289
"Dist_berge2884","Fish72","Ref","Dist to shore",-0.0795505665145008,289
"Prey_predicted2885","Fish72","Ref","Large zooplankton",2.42026049489407,289
"NotPrey_predicted2885","Fish72","Ref","Small zooplankton",-2.59458932263917,289
"ecart_62885","Fish72","Ref","Dist to Iso6",-2.4142415137725,289
"Dist_fond2885","Fish72","Ref","Dist to bottom",-1.8638645856307,289
"Dist_berge2885","Fish72","Ref","Dist to shore",-0.163856396865829,289
"Prey_predicted2886","Fish72","Ref","Large zooplankton",2.68580752009487,289
"NotPrey_predicted2886","Fish72","Ref","Small zooplankton",-2.80284581071907,289
"ecart_62886","Fish72","Ref","Dist to Iso6",-2.46960066548032,289
"Dist_fond2886","Fish72","Ref","Dist to bottom",-2.05095429973557,289
"Dist_berge2886","Fish72","Ref","Dist to shore",-0.0896161598441066,289
"Prey_predicted2887","Fish72","Ref","Large zooplankton",2.48509552769691,289
"NotPrey_predicted2887","Fish72","Ref","Small zooplankton",-2.62630544990454,289
"ecart_62887","Fish72","Ref","Dist to Iso6",-2.35537713537018,289
"Dist_fond2887","Fish72","Ref","Dist to bottom",-1.96596808598555,289
"Dist_berge2887","Fish72","Ref","Dist to shore",-0.104382567736894,289
"Prey_predicted2888","Fish72","Ref","Large zooplankton",2.39503721619003,289
"NotPrey_predicted2888","Fish72","Ref","Small zooplankton",-2.5215747306114,289
"ecart_62888","Fish72","Ref","Dist to Iso6",-2.41325676553177,289
"Dist_fond2888","Fish72","Ref","Dist to bottom",-2.07406911989538,289
"Dist_berge2888","Fish72","Ref","Dist to shore",-0.0988570853719734,289
"Prey_predicted2889","Fish72","Ref","Large zooplankton",2.40638915226327,289
"NotPrey_predicted2889","Fish72","Ref","Small zooplankton",-2.5258281919459,289
"ecart_62889","Fish72","Ref","Dist to Iso6",-2.39844830661193,289
"Dist_fond2889","Fish72","Ref","Dist to bottom",-2.04252295830003,289
"Dist_berge2889","Fish72","Ref","Dist to shore",-0.0556265708697688,289
"Prey_predicted2890","Fish72","Ref","Large zooplankton",2.80667236073885,290
"NotPrey_predicted2890","Fish72","Ref","Small zooplankton",-2.91667324075482,290
